Mie Scattering and Absorption for 10Au_90Ag 20nm Sphere
Wavelength(nm)  Scattering_Cross(µm²)  Absorption_Cross(µm²)
270.00 0.000002 0.000211
280.00 0.000002 0.000193
290.00 0.000001 0.000177
300.00 0.000001 0.000163
310.00 0.000001 0.000150
320.00 0.000001 0.000138
330.00 0.000000 0.000122
340.00 0.000000 0.000129
350.00 0.000001 0.000182
360.00 0.000002 0.000311
370.00 0.000007 0.000642
380.00 0.000018 0.001052
390.00 0.000013 0.000568
400.00 0.000007 0.000233
410.00 0.000004 0.000114
420.00 0.000003 0.000065
430.00 0.000002 0.000042
440.00 0.000001 0.000029
450.00 0.000001 0.000021
460.00 0.000001 0.000016
470.00 0.000001 0.000012
480.00 0.000001 0.000010
490.00 0.000001 0.000008
500.00 0.000000 0.000007
510.00 0.000000 0.000006
520.00 0.000000 0.000005
530.00 0.000000 0.000004
540.00 0.000000 0.000004
550.00 0.000000 0.000004
560.00 0.000000 0.000003
570.00 0.000000 0.000003
580.00 0.000000 0.000003
590.00 0.000000 0.000002
600.00 0.000000 0.000002
610.00 0.000000 0.000002
620.00 0.000000 0.000002
630.00 0.000000 0.000002
640.00 0.000000 0.000002
650.00 0.000000 0.000002
660.00 0.000000 0.000001
670.00 0.000000 0.000001
680.00 0.000000 0.000001
690.00 0.000000 0.000001
700.00 0.000000 0.000001
710.00 0.000000 0.000001
720.00 0.000000 0.000001
730.00 0.000000 0.000001
740.00 0.000000 0.000001
750.00 0.000000 0.000001
760.00 0.000000 0.000001
770.00 0.000000 0.000001
780.00 0.000000 0.000001
790.00 0.000000 0.000001
800.00 0.000000 0.000001
810.00 0.000000 0.000001
820.00 0.000000 0.000001
830.00 0.000000 0.000001
840.00 0.000000 0.000001
850.00 0.000000 0.000001
860.00 0.000000 0.000001
870.00 0.000000 0.000001
880.00 0.000000 0.000001
890.00 0.000000 0.000001
900.00 0.000000 0.000001
910.00 0.000000 0.000001
920.00 0.000000 0.000000
930.00 0.000000 0.000000
940.00 0.000000 0.000000
950.00 0.000000 0.000000
960.00 0.000000 0.000000
970.00 0.000000 0.000000
980.00 0.000000 0.000000
990.00 0.000000 0.000000
1000.00 0.000000 0.000000
1010.00 0.000000 0.000000
1020.00 0.000000 0.000000
1030.00 0.000000 0.000000
1040.00 0.000000 0.000000
1050.00 0.000000 0.000000
1060.00 0.000000 0.000000
1070.00 0.000000 0.000000
1080.00 0.000000 0.000000
1090.00 0.000000 0.000000
1100.00 0.000000 0.000000
1110.00 0.000000 0.000000
1120.00 0.000000 0.000000
1130.00 0.000000 0.000000
1140.00 0.000000 0.000000
1150.00 0.000000 0.000000
1160.00 0.000000 0.000000
1170.00 0.000000 0.000000
1180.00 0.000000 0.000000
1190.00 0.000000 0.000000
1200.00 0.000000 0.000000
