Mie Scattering and Absorption for 90Au_10Ag 20nm Sphere
Wavelength(nm)  Scattering_Cross(µm²)  Absorption_Cross(µm²)
270.00 0.000003 0.000181
280.00 0.000002 0.000166
290.00 0.000002 0.000153
300.00 0.000002 0.000142
310.00 0.000002 0.000133
320.00 0.000001 0.000125
330.00 0.000001 0.000119
340.00 0.000001 0.000115
350.00 0.000001 0.000112
360.00 0.000001 0.000111
370.00 0.000001 0.000110
380.00 0.000001 0.000110
390.00 0.000001 0.000110
400.00 0.000001 0.000110
410.00 0.000001 0.000109
420.00 0.000001 0.000109
430.00 0.000000 0.000109
440.00 0.000000 0.000110
450.00 0.000000 0.000114
460.00 0.000000 0.000120
470.00 0.000000 0.000129
480.00 0.000000 0.000139
490.00 0.000001 0.000142
500.00 0.000001 0.000129
510.00 0.000001 0.000102
520.00 0.000001 0.000074
530.00 0.000000 0.000051
540.00 0.000000 0.000036
550.00 0.000000 0.000026
560.00 0.000000 0.000020
570.00 0.000000 0.000015
580.00 0.000000 0.000012
590.00 0.000000 0.000010
600.00 0.000000 0.000008
610.00 0.000000 0.000007
620.00 0.000000 0.000006
630.00 0.000000 0.000005
640.00 0.000000 0.000004
650.00 0.000000 0.000004
660.00 0.000000 0.000003
670.00 0.000000 0.000003
680.00 0.000000 0.000003
690.00 0.000000 0.000003
700.00 0.000000 0.000002
710.00 0.000000 0.000002
720.00 0.000000 0.000002
730.00 0.000000 0.000002
740.00 0.000000 0.000002
750.00 0.000000 0.000002
760.00 0.000000 0.000001
770.00 0.000000 0.000001
780.00 0.000000 0.000001
790.00 0.000000 0.000001
800.00 0.000000 0.000001
810.00 0.000000 0.000001
820.00 0.000000 0.000001
830.00 0.000000 0.000001
840.00 0.000000 0.000001
850.00 0.000000 0.000001
860.00 0.000000 0.000001
870.00 0.000000 0.000001
880.00 0.000000 0.000001
890.00 0.000000 0.000001
900.00 0.000000 0.000001
910.00 0.000000 0.000001
920.00 0.000000 0.000001
930.00 0.000000 0.000001
940.00 0.000000 0.000001
950.00 0.000000 0.000001
960.00 0.000000 0.000001
970.00 0.000000 0.000001
980.00 0.000000 0.000001
990.00 0.000000 0.000001
1000.00 0.000000 0.000001
1010.00 0.000000 0.000001
1020.00 0.000000 0.000001
1030.00 0.000000 0.000000
1040.00 0.000000 0.000000
1050.00 0.000000 0.000000
1060.00 0.000000 0.000000
1070.00 0.000000 0.000000
1080.00 0.000000 0.000000
1090.00 0.000000 0.000000
1100.00 0.000000 0.000000
1110.00 0.000000 0.000000
1120.00 0.000000 0.000000
1130.00 0.000000 0.000000
1140.00 0.000000 0.000000
1150.00 0.000000 0.000000
1160.00 0.000000 0.000000
1170.00 0.000000 0.000000
1180.00 0.000000 0.000000
1190.00 0.000000 0.000000
1200.00 0.000000 0.000000
