Mie Scattering and Absorption for 65Au_35Ag 40nm Sphere
Wavelength(nm)  Scattering_Cross(µm²)  Absorption_Cross(µm²)
270.00 0.000181 0.001729
280.00 0.000158 0.001618
290.00 0.000137 0.001517
300.00 0.000119 0.001427
310.00 0.000104 0.001350
320.00 0.000090 0.001284
330.00 0.000079 0.001232
340.00 0.000070 0.001193
350.00 0.000063 0.001167
360.00 0.000056 0.001154
370.00 0.000052 0.001154
380.00 0.000048 0.001164
390.00 0.000046 0.001184
400.00 0.000044 0.001211
410.00 0.000044 0.001247
420.00 0.000044 0.001292
430.00 0.000045 0.001350
440.00 0.000049 0.001411
450.00 0.000054 0.001434
460.00 0.000058 0.001360
470.00 0.000058 0.001168
480.00 0.000054 0.000918
490.00 0.000047 0.000688
500.00 0.000041 0.000511
510.00 0.000035 0.000384
520.00 0.000030 0.000295
530.00 0.000026 0.000232
540.00 0.000022 0.000186
550.00 0.000020 0.000153
560.00 0.000017 0.000127
570.00 0.000016 0.000108
580.00 0.000014 0.000093
590.00 0.000013 0.000080
600.00 0.000011 0.000071
610.00 0.000010 0.000063
620.00 0.000009 0.000056
630.00 0.000009 0.000050
640.00 0.000008 0.000046
650.00 0.000007 0.000042
660.00 0.000007 0.000038
670.00 0.000006 0.000035
680.00 0.000006 0.000033
690.00 0.000005 0.000030
700.00 0.000005 0.000028
710.00 0.000005 0.000026
720.00 0.000004 0.000025
730.00 0.000004 0.000023
740.00 0.000004 0.000022
750.00 0.000004 0.000021
760.00 0.000003 0.000020
770.00 0.000003 0.000019
780.00 0.000003 0.000018
790.00 0.000003 0.000017
800.00 0.000003 0.000016
810.00 0.000002 0.000016
820.00 0.000002 0.000015
830.00 0.000002 0.000015
840.00 0.000002 0.000014
850.00 0.000002 0.000014
860.00 0.000002 0.000013
870.00 0.000002 0.000013
880.00 0.000002 0.000012
890.00 0.000002 0.000012
900.00 0.000002 0.000011
910.00 0.000001 0.000011
920.00 0.000001 0.000011
930.00 0.000001 0.000010
940.00 0.000001 0.000010
950.00 0.000001 0.000010
960.00 0.000001 0.000010
970.00 0.000001 0.000009
980.00 0.000001 0.000009
990.00 0.000001 0.000009
1000.00 0.000001 0.000009
1010.00 0.000001 0.000009
1020.00 0.000001 0.000008
1030.00 0.000001 0.000008
1040.00 0.000001 0.000008
1050.00 0.000001 0.000008
1060.00 0.000001 0.000008
1070.00 0.000001 0.000008
1080.00 0.000001 0.000007
1090.00 0.000001 0.000007
1100.00 0.000001 0.000007
1110.00 0.000001 0.000007
1120.00 0.000001 0.000007
1130.00 0.000001 0.000007
1140.00 0.000001 0.000007
1150.00 0.000001 0.000007
1160.00 0.000001 0.000006
1170.00 0.000000 0.000006
1180.00 0.000000 0.000006
1190.00 0.000000 0.000006
1200.00 0.000000 0.000006
