Mie Scattering and Absorption for 5Au_95Ag 40nm Sphere
Wavelength(nm)  Scattering_Cross(µm²)  Absorption_Cross(µm²)
270.00 0.000134 0.001747
280.00 0.000107 0.001588
290.00 0.000083 0.001425
300.00 0.000061 0.001260
310.00 0.000040 0.001081
320.00 0.000018 0.000798
330.00 0.000010 0.000718
340.00 0.000034 0.000933
350.00 0.000114 0.001463
360.00 0.000384 0.002911
370.00 0.001497 0.007418
380.00 0.002422 0.008810
390.00 0.000994 0.002848
400.00 0.000472 0.001116
410.00 0.000277 0.000561
420.00 0.000184 0.000329
430.00 0.000133 0.000214
440.00 0.000101 0.000150
450.00 0.000080 0.000110
460.00 0.000065 0.000085
470.00 0.000054 0.000067
480.00 0.000045 0.000054
490.00 0.000039 0.000045
500.00 0.000033 0.000038
510.00 0.000029 0.000033
520.00 0.000025 0.000028
530.00 0.000023 0.000025
540.00 0.000020 0.000022
550.00 0.000018 0.000020
560.00 0.000016 0.000018
570.00 0.000015 0.000016
580.00 0.000013 0.000015
590.00 0.000012 0.000014
600.00 0.000011 0.000013
610.00 0.000010 0.000012
620.00 0.000009 0.000011
630.00 0.000008 0.000010
640.00 0.000008 0.000009
650.00 0.000007 0.000009
660.00 0.000007 0.000008
670.00 0.000006 0.000008
680.00 0.000006 0.000007
690.00 0.000005 0.000007
700.00 0.000005 0.000007
710.00 0.000005 0.000006
720.00 0.000004 0.000006
730.00 0.000004 0.000006
740.00 0.000004 0.000006
750.00 0.000004 0.000005
760.00 0.000003 0.000005
770.00 0.000003 0.000005
780.00 0.000003 0.000005
790.00 0.000003 0.000005
800.00 0.000003 0.000004
810.00 0.000002 0.000004
820.00 0.000002 0.000004
830.00 0.000002 0.000004
840.00 0.000002 0.000004
850.00 0.000002 0.000004
860.00 0.000002 0.000004
870.00 0.000002 0.000004
880.00 0.000002 0.000003
890.00 0.000002 0.000003
900.00 0.000002 0.000003
910.00 0.000001 0.000003
920.00 0.000001 0.000003
930.00 0.000001 0.000003
940.00 0.000001 0.000003
950.00 0.000001 0.000003
960.00 0.000001 0.000003
970.00 0.000001 0.000003
980.00 0.000001 0.000003
990.00 0.000001 0.000003
1000.00 0.000001 0.000003
1010.00 0.000001 0.000003
1020.00 0.000001 0.000003
1030.00 0.000001 0.000002
1040.00 0.000001 0.000002
1050.00 0.000001 0.000002
1060.00 0.000001 0.000002
1070.00 0.000001 0.000002
1080.00 0.000001 0.000002
1090.00 0.000001 0.000002
1100.00 0.000001 0.000002
1110.00 0.000001 0.000002
1120.00 0.000001 0.000002
1130.00 0.000001 0.000002
1140.00 0.000001 0.000002
1150.00 0.000001 0.000002
1160.00 0.000001 0.000002
1170.00 0.000000 0.000002
1180.00 0.000000 0.000002
1190.00 0.000000 0.000002
1200.00 0.000000 0.000002
