Mie Scattering and Absorption for 5Au_95Ag 30nm Sphere
Wavelength(nm)  Scattering_Cross(µm²)  Absorption_Cross(µm²)
270.00 0.000024 0.000725
280.00 0.000019 0.000655
290.00 0.000015 0.000586
300.00 0.000011 0.000518
310.00 0.000007 0.000446
320.00 0.000003 0.000334
330.00 0.000002 0.000311
340.00 0.000007 0.000422
350.00 0.000024 0.000702
360.00 0.000089 0.001545
370.00 0.000386 0.004467
380.00 0.000371 0.003170
390.00 0.000139 0.000933
400.00 0.000069 0.000384
410.00 0.000042 0.000201
420.00 0.000029 0.000121
430.00 0.000021 0.000080
440.00 0.000016 0.000057
450.00 0.000013 0.000042
460.00 0.000011 0.000033
470.00 0.000009 0.000026
480.00 0.000008 0.000021
490.00 0.000006 0.000018
500.00 0.000006 0.000015
510.00 0.000005 0.000013
520.00 0.000004 0.000011
530.00 0.000004 0.000010
540.00 0.000003 0.000009
550.00 0.000003 0.000008
560.00 0.000003 0.000007
570.00 0.000002 0.000006
580.00 0.000002 0.000006
590.00 0.000002 0.000005
600.00 0.000002 0.000005
610.00 0.000002 0.000005
620.00 0.000002 0.000004
630.00 0.000001 0.000004
640.00 0.000001 0.000004
650.00 0.000001 0.000004
660.00 0.000001 0.000003
670.00 0.000001 0.000003
680.00 0.000001 0.000003
690.00 0.000001 0.000003
700.00 0.000001 0.000003
710.00 0.000001 0.000003
720.00 0.000001 0.000002
730.00 0.000001 0.000002
740.00 0.000001 0.000002
750.00 0.000001 0.000002
760.00 0.000001 0.000002
770.00 0.000001 0.000002
780.00 0.000001 0.000002
790.00 0.000000 0.000002
800.00 0.000000 0.000002
810.00 0.000000 0.000002
820.00 0.000000 0.000002
830.00 0.000000 0.000002
840.00 0.000000 0.000002
850.00 0.000000 0.000001
860.00 0.000000 0.000001
870.00 0.000000 0.000001
880.00 0.000000 0.000001
890.00 0.000000 0.000001
900.00 0.000000 0.000001
910.00 0.000000 0.000001
920.00 0.000000 0.000001
930.00 0.000000 0.000001
940.00 0.000000 0.000001
950.00 0.000000 0.000001
960.00 0.000000 0.000001
970.00 0.000000 0.000001
980.00 0.000000 0.000001
990.00 0.000000 0.000001
1000.00 0.000000 0.000001
1010.00 0.000000 0.000001
1020.00 0.000000 0.000001
1030.00 0.000000 0.000001
1040.00 0.000000 0.000001
1050.00 0.000000 0.000001
1060.00 0.000000 0.000001
1070.00 0.000000 0.000001
1080.00 0.000000 0.000001
1090.00 0.000000 0.000001
1100.00 0.000000 0.000001
1110.00 0.000000 0.000001
1120.00 0.000000 0.000001
1130.00 0.000000 0.000001
1140.00 0.000000 0.000001
1150.00 0.000000 0.000001
1160.00 0.000000 0.000001
1170.00 0.000000 0.000001
1180.00 0.000000 0.000001
1190.00 0.000000 0.000001
1200.00 0.000000 0.000001
