Mie Scattering and Absorption for 75Au_25Ag 30nm Sphere
Wavelength(nm)  Scattering_Cross(µm²)  Absorption_Cross(µm²)
270.00 0.000033 0.000679
280.00 0.000028 0.000629
290.00 0.000024 0.000585
300.00 0.000021 0.000547
310.00 0.000018 0.000514
320.00 0.000016 0.000487
330.00 0.000014 0.000466
340.00 0.000012 0.000450
350.00 0.000011 0.000439
360.00 0.000010 0.000433
370.00 0.000009 0.000431
380.00 0.000008 0.000432
390.00 0.000008 0.000437
400.00 0.000007 0.000442
410.00 0.000007 0.000449
420.00 0.000007 0.000458
430.00 0.000007 0.000469
440.00 0.000007 0.000486
450.00 0.000007 0.000506
460.00 0.000008 0.000521
470.00 0.000008 0.000509
480.00 0.000008 0.000454
490.00 0.000008 0.000367
500.00 0.000007 0.000277
510.00 0.000006 0.000204
520.00 0.000005 0.000151
530.00 0.000005 0.000114
540.00 0.000004 0.000088
550.00 0.000004 0.000070
560.00 0.000003 0.000057
570.00 0.000003 0.000047
580.00 0.000002 0.000039
590.00 0.000002 0.000034
600.00 0.000002 0.000029
610.00 0.000002 0.000025
620.00 0.000002 0.000022
630.00 0.000002 0.000020
640.00 0.000001 0.000018
650.00 0.000001 0.000016
660.00 0.000001 0.000015
670.00 0.000001 0.000013
680.00 0.000001 0.000012
690.00 0.000001 0.000011
700.00 0.000001 0.000011
710.00 0.000001 0.000010
720.00 0.000001 0.000009
730.00 0.000001 0.000009
740.00 0.000001 0.000008
750.00 0.000001 0.000008
760.00 0.000001 0.000007
770.00 0.000001 0.000007
780.00 0.000001 0.000007
790.00 0.000000 0.000006
800.00 0.000000 0.000006
810.00 0.000000 0.000006
820.00 0.000000 0.000005
830.00 0.000000 0.000005
840.00 0.000000 0.000005
850.00 0.000000 0.000005
860.00 0.000000 0.000005
870.00 0.000000 0.000004
880.00 0.000000 0.000004
890.00 0.000000 0.000004
900.00 0.000000 0.000004
910.00 0.000000 0.000004
920.00 0.000000 0.000004
930.00 0.000000 0.000004
940.00 0.000000 0.000003
950.00 0.000000 0.000003
960.00 0.000000 0.000003
970.00 0.000000 0.000003
980.00 0.000000 0.000003
990.00 0.000000 0.000003
1000.00 0.000000 0.000003
1010.00 0.000000 0.000003
1020.00 0.000000 0.000003
1030.00 0.000000 0.000003
1040.00 0.000000 0.000003
1050.00 0.000000 0.000003
1060.00 0.000000 0.000003
1070.00 0.000000 0.000003
1080.00 0.000000 0.000002
1090.00 0.000000 0.000002
1100.00 0.000000 0.000002
1110.00 0.000000 0.000002
1120.00 0.000000 0.000002
1130.00 0.000000 0.000002
1140.00 0.000000 0.000002
1150.00 0.000000 0.000002
1160.00 0.000000 0.000002
1170.00 0.000000 0.000002
1180.00 0.000000 0.000002
1190.00 0.000000 0.000002
1200.00 0.000000 0.000002
