Mie Scattering and Absorption for 75Au_25Ag 40nm Sphere
Wavelength(nm)  Scattering_Cross(µm²)  Absorption_Cross(µm²)
270.00 0.000188 0.001703
280.00 0.000162 0.001586
290.00 0.000141 0.001480
300.00 0.000122 0.001385
310.00 0.000106 0.001303
320.00 0.000092 0.001234
330.00 0.000080 0.001177
340.00 0.000071 0.001134
350.00 0.000063 0.001103
360.00 0.000056 0.001084
370.00 0.000051 0.001076
380.00 0.000047 0.001078
390.00 0.000044 0.001085
400.00 0.000042 0.001097
410.00 0.000040 0.001112
420.00 0.000039 0.001132
430.00 0.000038 0.001160
440.00 0.000039 0.001200
450.00 0.000040 0.001251
460.00 0.000044 0.001290
470.00 0.000047 0.001268
480.00 0.000049 0.001140
490.00 0.000048 0.000926
500.00 0.000043 0.000700
510.00 0.000037 0.000515
520.00 0.000032 0.000380
530.00 0.000027 0.000287
540.00 0.000024 0.000221
550.00 0.000021 0.000175
560.00 0.000018 0.000142
570.00 0.000016 0.000117
580.00 0.000014 0.000098
590.00 0.000013 0.000084
600.00 0.000012 0.000072
610.00 0.000011 0.000063
620.00 0.000010 0.000056
630.00 0.000009 0.000050
640.00 0.000008 0.000045
650.00 0.000007 0.000040
660.00 0.000007 0.000037
670.00 0.000006 0.000034
680.00 0.000006 0.000031
690.00 0.000005 0.000029
700.00 0.000005 0.000027
710.00 0.000005 0.000025
720.00 0.000004 0.000023
730.00 0.000004 0.000022
740.00 0.000004 0.000020
750.00 0.000004 0.000019
760.00 0.000003 0.000018
770.00 0.000003 0.000017
780.00 0.000003 0.000017
790.00 0.000003 0.000016
800.00 0.000003 0.000015
810.00 0.000002 0.000014
820.00 0.000002 0.000014
830.00 0.000002 0.000013
840.00 0.000002 0.000013
850.00 0.000002 0.000012
860.00 0.000002 0.000012
870.00 0.000002 0.000011
880.00 0.000002 0.000011
890.00 0.000002 0.000011
900.00 0.000002 0.000010
910.00 0.000001 0.000010
920.00 0.000001 0.000010
930.00 0.000001 0.000009
940.00 0.000001 0.000009
950.00 0.000001 0.000009
960.00 0.000001 0.000009
970.00 0.000001 0.000008
980.00 0.000001 0.000008
990.00 0.000001 0.000008
1000.00 0.000001 0.000008
1010.00 0.000001 0.000008
1020.00 0.000001 0.000007
1030.00 0.000001 0.000007
1040.00 0.000001 0.000007
1050.00 0.000001 0.000007
1060.00 0.000001 0.000007
1070.00 0.000001 0.000007
1080.00 0.000001 0.000007
1090.00 0.000001 0.000006
1100.00 0.000001 0.000006
1110.00 0.000001 0.000006
1120.00 0.000001 0.000006
1130.00 0.000001 0.000006
1140.00 0.000001 0.000006
1150.00 0.000001 0.000006
1160.00 0.000001 0.000006
1170.00 0.000000 0.000006
1180.00 0.000000 0.000005
1190.00 0.000000 0.000005
1200.00 0.000000 0.000005
