Mie Scattering and Absorption for 80Au_20Ag 40nm Sphere
Wavelength(nm)  Scattering_Cross(µm²)  Absorption_Cross(µm²)
270.00 0.000191 0.001689
280.00 0.000165 0.001568
290.00 0.000142 0.001459
300.00 0.000123 0.001362
310.00 0.000106 0.001278
320.00 0.000092 0.001207
330.00 0.000081 0.001149
340.00 0.000071 0.001104
350.00 0.000062 0.001072
360.00 0.000056 0.001052
370.00 0.000051 0.001042
380.00 0.000047 0.001040
390.00 0.000043 0.001043
400.00 0.000041 0.001049
410.00 0.000039 0.001056
420.00 0.000037 0.001066
430.00 0.000036 0.001083
440.00 0.000035 0.001111
450.00 0.000036 0.001156
460.00 0.000038 0.001212
470.00 0.000041 0.001248
480.00 0.000045 0.001207
490.00 0.000046 0.001054
500.00 0.000044 0.000830
510.00 0.000039 0.000613
520.00 0.000034 0.000445
530.00 0.000029 0.000327
540.00 0.000025 0.000246
550.00 0.000021 0.000190
560.00 0.000019 0.000150
570.00 0.000017 0.000122
580.00 0.000015 0.000101
590.00 0.000013 0.000085
600.00 0.000012 0.000072
610.00 0.000011 0.000063
620.00 0.000010 0.000055
630.00 0.000009 0.000048
640.00 0.000008 0.000043
650.00 0.000007 0.000039
660.00 0.000007 0.000035
670.00 0.000006 0.000032
680.00 0.000006 0.000029
690.00 0.000005 0.000027
700.00 0.000005 0.000025
710.00 0.000005 0.000023
720.00 0.000004 0.000022
730.00 0.000004 0.000020
740.00 0.000004 0.000019
750.00 0.000004 0.000018
760.00 0.000003 0.000017
770.00 0.000003 0.000016
780.00 0.000003 0.000015
790.00 0.000003 0.000015
800.00 0.000003 0.000014
810.00 0.000002 0.000013
820.00 0.000002 0.000013
830.00 0.000002 0.000012
840.00 0.000002 0.000012
850.00 0.000002 0.000011
860.00 0.000002 0.000011
870.00 0.000002 0.000010
880.00 0.000002 0.000010
890.00 0.000002 0.000010
900.00 0.000002 0.000009
910.00 0.000001 0.000009
920.00 0.000001 0.000009
930.00 0.000001 0.000009
940.00 0.000001 0.000008
950.00 0.000001 0.000008
960.00 0.000001 0.000008
970.00 0.000001 0.000008
980.00 0.000001 0.000007
990.00 0.000001 0.000007
1000.00 0.000001 0.000007
1010.00 0.000001 0.000007
1020.00 0.000001 0.000007
1030.00 0.000001 0.000007
1040.00 0.000001 0.000006
1050.00 0.000001 0.000006
1060.00 0.000001 0.000006
1070.00 0.000001 0.000006
1080.00 0.000001 0.000006
1090.00 0.000001 0.000006
1100.00 0.000001 0.000006
1110.00 0.000001 0.000006
1120.00 0.000001 0.000006
1130.00 0.000001 0.000005
1140.00 0.000001 0.000005
1150.00 0.000001 0.000005
1160.00 0.000001 0.000005
1170.00 0.000000 0.000005
1180.00 0.000000 0.000005
1190.00 0.000000 0.000005
1200.00 0.000000 0.000005
