Mie Scattering and Absorption for 35Au_65Ag 20nm Sphere
Wavelength(nm)  Scattering_Cross(µm²)  Absorption_Cross(µm²)
270.00 0.000003 0.000207
280.00 0.000002 0.000194
290.00 0.000002 0.000182
300.00 0.000002 0.000173
310.00 0.000001 0.000165
320.00 0.000001 0.000160
330.00 0.000001 0.000157
340.00 0.000001 0.000156
350.00 0.000001 0.000158
360.00 0.000001 0.000163
370.00 0.000001 0.000173
380.00 0.000001 0.000190
390.00 0.000001 0.000222
400.00 0.000001 0.000267
410.00 0.000002 0.000301
420.00 0.000002 0.000285
430.00 0.000002 0.000223
440.00 0.000002 0.000157
450.00 0.000001 0.000108
460.00 0.000001 0.000076
470.00 0.000001 0.000055
480.00 0.000001 0.000041
490.00 0.000001 0.000032
500.00 0.000001 0.000025
510.00 0.000000 0.000020
520.00 0.000000 0.000017
530.00 0.000000 0.000014
540.00 0.000000 0.000012
550.00 0.000000 0.000010
560.00 0.000000 0.000009
570.00 0.000000 0.000008
580.00 0.000000 0.000007
590.00 0.000000 0.000006
600.00 0.000000 0.000006
610.00 0.000000 0.000005
620.00 0.000000 0.000005
630.00 0.000000 0.000004
640.00 0.000000 0.000004
650.00 0.000000 0.000004
660.00 0.000000 0.000003
670.00 0.000000 0.000003
680.00 0.000000 0.000003
690.00 0.000000 0.000003
700.00 0.000000 0.000003
710.00 0.000000 0.000002
720.00 0.000000 0.000002
730.00 0.000000 0.000002
740.00 0.000000 0.000002
750.00 0.000000 0.000002
760.00 0.000000 0.000002
770.00 0.000000 0.000002
780.00 0.000000 0.000002
790.00 0.000000 0.000002
800.00 0.000000 0.000002
810.00 0.000000 0.000002
820.00 0.000000 0.000001
830.00 0.000000 0.000001
840.00 0.000000 0.000001
850.00 0.000000 0.000001
860.00 0.000000 0.000001
870.00 0.000000 0.000001
880.00 0.000000 0.000001
890.00 0.000000 0.000001
900.00 0.000000 0.000001
910.00 0.000000 0.000001
920.00 0.000000 0.000001
930.00 0.000000 0.000001
940.00 0.000000 0.000001
950.00 0.000000 0.000001
960.00 0.000000 0.000001
970.00 0.000000 0.000001
980.00 0.000000 0.000001
990.00 0.000000 0.000001
1000.00 0.000000 0.000001
1010.00 0.000000 0.000001
1020.00 0.000000 0.000001
1030.00 0.000000 0.000001
1040.00 0.000000 0.000001
1050.00 0.000000 0.000001
1060.00 0.000000 0.000001
1070.00 0.000000 0.000001
1080.00 0.000000 0.000001
1090.00 0.000000 0.000001
1100.00 0.000000 0.000001
1110.00 0.000000 0.000001
1120.00 0.000000 0.000001
1130.00 0.000000 0.000001
1140.00 0.000000 0.000001
1150.00 0.000000 0.000001
1160.00 0.000000 0.000001
1170.00 0.000000 0.000001
1180.00 0.000000 0.000001
1190.00 0.000000 0.000001
1200.00 0.000000 0.000001
