Mie Scattering and Absorption for 20Au_80Ag 30nm Sphere
Wavelength(nm)  Scattering_Cross(µm²)  Absorption_Cross(µm²)
270.00 0.000028 0.000741
280.00 0.000023 0.000691
290.00 0.000020 0.000646
300.00 0.000017 0.000607
310.00 0.000014 0.000576
320.00 0.000011 0.000554
330.00 0.000009 0.000540
340.00 0.000008 0.000534
350.00 0.000006 0.000546
360.00 0.000007 0.000628
370.00 0.000011 0.000844
380.00 0.000024 0.001258
390.00 0.000047 0.001781
400.00 0.000064 0.001787
410.00 0.000054 0.001177
420.00 0.000038 0.000675
430.00 0.000027 0.000401
440.00 0.000020 0.000256
450.00 0.000015 0.000174
460.00 0.000012 0.000125
470.00 0.000010 0.000094
480.00 0.000008 0.000073
490.00 0.000007 0.000058
500.00 0.000006 0.000047
510.00 0.000005 0.000039
520.00 0.000004 0.000033
530.00 0.000004 0.000029
540.00 0.000003 0.000025
550.00 0.000003 0.000022
560.00 0.000003 0.000019
570.00 0.000003 0.000017
580.00 0.000002 0.000016
590.00 0.000002 0.000014
600.00 0.000002 0.000013
610.00 0.000002 0.000012
620.00 0.000002 0.000011
630.00 0.000001 0.000010
640.00 0.000001 0.000009
650.00 0.000001 0.000009
660.00 0.000001 0.000008
670.00 0.000001 0.000008
680.00 0.000001 0.000007
690.00 0.000001 0.000007
700.00 0.000001 0.000006
710.00 0.000001 0.000006
720.00 0.000001 0.000006
730.00 0.000001 0.000006
740.00 0.000001 0.000005
750.00 0.000001 0.000005
760.00 0.000001 0.000005
770.00 0.000001 0.000005
780.00 0.000001 0.000004
790.00 0.000000 0.000004
800.00 0.000000 0.000004
810.00 0.000000 0.000004
820.00 0.000000 0.000004
830.00 0.000000 0.000004
840.00 0.000000 0.000004
850.00 0.000000 0.000003
860.00 0.000000 0.000003
870.00 0.000000 0.000003
880.00 0.000000 0.000003
890.00 0.000000 0.000003
900.00 0.000000 0.000003
910.00 0.000000 0.000003
920.00 0.000000 0.000003
930.00 0.000000 0.000003
940.00 0.000000 0.000003
950.00 0.000000 0.000003
960.00 0.000000 0.000003
970.00 0.000000 0.000002
980.00 0.000000 0.000002
990.00 0.000000 0.000002
1000.00 0.000000 0.000002
1010.00 0.000000 0.000002
1020.00 0.000000 0.000002
1030.00 0.000000 0.000002
1040.00 0.000000 0.000002
1050.00 0.000000 0.000002
1060.00 0.000000 0.000002
1070.00 0.000000 0.000002
1080.00 0.000000 0.000002
1090.00 0.000000 0.000002
1100.00 0.000000 0.000002
1110.00 0.000000 0.000002
1120.00 0.000000 0.000002
1130.00 0.000000 0.000002
1140.00 0.000000 0.000002
1150.00 0.000000 0.000002
1160.00 0.000000 0.000002
1170.00 0.000000 0.000002
1180.00 0.000000 0.000002
1190.00 0.000000 0.000002
1200.00 0.000000 0.000002
