Mie Scattering and Absorption for 95Au_5Ag 10nm Sphere
Wavelength(nm)  Scattering_Cross(µm²)  Absorption_Cross(µm²)
270.00 0.000000 0.000021
280.00 0.000000 0.000019
290.00 0.000000 0.000018
300.00 0.000000 0.000016
310.00 0.000000 0.000015
320.00 0.000000 0.000014
330.00 0.000000 0.000014
340.00 0.000000 0.000013
350.00 0.000000 0.000013
360.00 0.000000 0.000013
370.00 0.000000 0.000013
380.00 0.000000 0.000013
390.00 0.000000 0.000013
400.00 0.000000 0.000013
410.00 0.000000 0.000013
420.00 0.000000 0.000012
430.00 0.000000 0.000012
440.00 0.000000 0.000012
450.00 0.000000 0.000013
460.00 0.000000 0.000013
470.00 0.000000 0.000015
480.00 0.000000 0.000016
490.00 0.000000 0.000018
500.00 0.000000 0.000018
510.00 0.000000 0.000015
520.00 0.000000 0.000011
530.00 0.000000 0.000008
540.00 0.000000 0.000005
550.00 0.000000 0.000004
560.00 0.000000 0.000003
570.00 0.000000 0.000002
580.00 0.000000 0.000001
590.00 0.000000 0.000001
600.00 0.000000 0.000001
610.00 0.000000 0.000001
620.00 0.000000 0.000001
630.00 0.000000 0.000001
640.00 0.000000 0.000000
650.00 0.000000 0.000000
660.00 0.000000 0.000000
670.00 0.000000 0.000000
680.00 0.000000 0.000000
690.00 0.000000 0.000000
700.00 0.000000 0.000000
710.00 0.000000 0.000000
720.00 0.000000 0.000000
730.00 0.000000 0.000000
740.00 0.000000 0.000000
750.00 0.000000 0.000000
760.00 0.000000 0.000000
770.00 0.000000 0.000000
780.00 0.000000 0.000000
790.00 0.000000 0.000000
800.00 0.000000 0.000000
810.00 0.000000 0.000000
820.00 0.000000 0.000000
830.00 0.000000 0.000000
840.00 0.000000 0.000000
850.00 0.000000 0.000000
860.00 0.000000 0.000000
870.00 0.000000 0.000000
880.00 0.000000 0.000000
890.00 0.000000 0.000000
900.00 0.000000 0.000000
910.00 0.000000 0.000000
920.00 0.000000 0.000000
930.00 0.000000 0.000000
940.00 0.000000 0.000000
950.00 0.000000 0.000000
960.00 0.000000 0.000000
970.00 0.000000 0.000000
980.00 0.000000 0.000000
990.00 0.000000 0.000000
1000.00 0.000000 0.000000
1010.00 0.000000 0.000000
1020.00 0.000000 0.000000
1030.00 0.000000 0.000000
1040.00 0.000000 0.000000
1050.00 0.000000 0.000000
1060.00 0.000000 0.000000
1070.00 0.000000 0.000000
1080.00 0.000000 0.000000
1090.00 0.000000 0.000000
1100.00 0.000000 0.000000
1110.00 0.000000 0.000000
1120.00 0.000000 0.000000
1130.00 0.000000 0.000000
1140.00 0.000000 0.000000
1150.00 0.000000 0.000000
1160.00 0.000000 0.000000
1170.00 0.000000 0.000000
1180.00 0.000000 0.000000
1190.00 0.000000 0.000000
1200.00 0.000000 0.000000
